date,day as a number,Hygiene and safety measure-Protective mask use community-Closed public spaces,Case management and quarantine-Quarantine-For contacts,Case management and quarantine-Contact tracing-Mobile technology,Case management and quarantine-Contact tracing-Not applicable,International travel-Total border closure-Not applicable,International travel-Quarantine for international travellers-Not applicable,International travel-Other-Not applicable,International travel-Border screening-PCR/rapid antigen testing,International travel-Border screening-Temperature screening,Physical distancing-Closure of educational institutions-Secondary School,Physical distancing-Closure of educational institutions-Primary School,Case management and quarantine-Isolation of case-Not applicable,Hygiene and safety measure-Protective mask use community-All public spaces,Hygiene and safety measure-Disinfection disinfestation and deratting DDD-Not applicable,Physical distancing-Public gathering restriction-Ban on all events,Physical distancing-Closure of public spaces-Entertainment venues,Physical distancing-Closure of public spaces-Gyms sports centres,Case management and quarantine-Contact tracing-Other,Physical distancing-Closure of public spaces-Restaurants cafes,Physical distancing-Closure of public spaces-Non essential shops,Physical distancing-Private gathering restriction-Gathering,Physical distancing-Stay at home orders-Not applicable,Internal travel-Travel restrictions-Cordon sanitaire,General-Risk assessment-Not applicable,General-Exemptions to NPIs-Antibodies proof,General-Exemptions to NPIs-Negative test proof,General-Exemptions to NPIs-Vaccination proof,Physical distancing-Closure of educational institutions-Other,International travel-Border screening-Other,Physical distancing-Public gathering restriction-Outdoor over 1000,Physical distancing-Public gathering restriction-Indoor over 500,Internal travel-Other-Not applicable,Physical distancing-Measures for special populations-Visiting restrictions,General-Communication to the public-Not applicable,General-Intersectoral communication-Not applicable,Physical distancing-Workplace measures-Teleworking,Physical distancing-Workplace measures-Other,Physical distancing-Measures for special populations-Stay at home risk groups,Physical distancing-Closure of educational institutions-Daycare nursery,Physical distancing-Closure of educational institutions-Higher Education,Physical distancing-Closure of public transport-Not applicable,Physical distancing-Stay at home recommendations-Not applicable,Physical distancing-Closure of public spaces-Hotels other accommodation,Physical distancing-Workplace measures-Adaptation of workplace,Ensuring treatment capacity-Non COVID related care-Rescheduling non essential care,Internal travel-Travel restrictions-Other,Physical distancing-Measures for special populations-Other,International travel-Travel advice-Not applicable,Physical distancing-Other-Not applicable,General-General other-Not applicable,Physical distancing-Closure of public spaces-Place of worship,Internal travel-Travel advice-Not applicable
2020-12-29,303,0,2,0,2,2,1,0,1,2,2,1,2,2,0,2,2,2,2,2,2,0,1,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-30,304,0,2,0,2,2,1,0,1,2,2,1,2,2,0,2,2,2,2,2,2,0,1,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-31,305,0,2,0,2,2,1,0,1,2,2,1,2,2,0,2,2,2,2,2,2,0,1,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-01,306,0,2,0,2,2,1,0,1,2,2,1,2,2,0,2,2,2,2,2,2,0,1,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-02,307,0,2,0,2,2,1,0,1,2,2,1,2,2,0,2,2,2,2,2,2,0,1,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-03,308,0,2,0,2,2,1,0,1,2,2,1,2,2,0,2,2,2,2,2,2,0,1,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-04,309,0,2,0,2,2,1,0,1,2,2,1,2,2,0,2,2,2,2,2,2,0,1,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-05,310,0,2,0,2,2,1,0,1,2,2,1,2,2,0,2,2,2,2,2,2,0,1,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-06,311,0,2,0,2,2,1,0,1,2,2,1,2,2,0,2,2,2,2,2,2,0,1,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-07,312,0,2,0,2,2,1,0,1,2,2,1,2,2,0,2,2,2,2,2,0,0,1,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-08,313,0,2,0,2,2,1,0,1,2,2,1,2,2,0,2,2,2,2,2,0,0,1,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-09,314,0,2,0,2,2,1,0,1,2,2,1,2,2,0,2,2,2,2,2,0,0,1,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-10,315,0,2,0,2,2,1,0,1,2,2,1,2,2,0,2,2,2,2,2,0,0,1,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-11,316,0,2,0,2,2,1,0,1,2,2,1,2,2,0,2,2,2,2,2,0,0,1,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0
2021-01-12,317,0,2,0,2,2,1,0,1,2,2,1,2,2,0,2,2,2,2,2,0,0,1,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0
2021-01-13,318,0,2,0,2,2,1,0,1,2,2,1,2,2,0,2,2,2,2,2,0,0,1,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0
2021-01-14,319,0,2,0,2,2,1,0,1,2,2,1,2,2,0,2,2,2,2,2,0,0,1,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0
2021-01-15,320,0,2,0,2,2,1,0,1,2,1,1,2,2,0,2,2,2,2,2,0,2,1,2,0,0,0,0,0,0,0,0,0,2,2,0,2,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0
2021-01-16,321,0,2,0,2,2,1,0,1,2,2,1,2,2,0,2,2,2,2,1,2,2,1,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2021-01-17,322,0,2,0,2,2,1,0,1,2,2,1,2,2,0,2,2,2,2,1,2,2,1,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2021-01-18,323,0,2,0,2,2,1,0,1,2,2,1,2,2,0,2,2,2,2,1,2,2,1,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2021-01-19,324,0,2,0,2,2,1,0,1,2,2,1,2,2,0,2,2,2,2,1,2,2,1,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2021-01-20,325,0,2,0,2,2,1,0,1,2,2,1,2,2,0,2,2,2,2,1,2,2,1,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2021-01-21,326,0,2,0,2,2,1,0,1,2,2,1,2,2,0,2,2,2,2,1,2,2,1,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2021-01-22,327,0,2,0,2,2,1,0,1,2,2,1,2,2,0,2,2,2,2,1,2,2,1,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2021-01-23,328,0,2,0,2,2,1,0,1,2,2,1,2,2,0,2,2,2,2,1,2,2,1,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2021-01-24,329,0,2,0,2,2,1,0,1,2,2,1,2,2,0,2,2,2,2,1,2,2,1,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2021-01-25,330,0,2,0,2,2,1,0,1,2,2,1,2,2,0,2,2,2,2,1,2,2,1,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2021-01-26,331,0,2,0,2,2,1,0,1,2,2,1,2,2,0,2,2,2,2,1,2,2,1,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2021-01-27,332,0,2,0,2,2,1,0,1,2,2,1,2,2,0,2,2,2,2,1,2,2,1,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2021-01-28,333,0,2,0,2,2,1,0,1,2,2,1,2,2,0,2,2,2,2,1,2,2,1,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2021-01-29,334,0,2,0,2,2,1,0,1,2,2,1,2,2,0,2,2,2,2,1,2,2,1,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2021-01-30,335,0,2,0,2,2,1,0,1,2,2,1,2,2,0,2,2,2,2,1,2,2,1,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2021-01-31,336,0,2,0,2,2,1,0,1,2,2,1,2,2,0,2,2,2,2,1,2,2,1,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2021-02-01,337,0,2,0,2,2,1,0,1,2,1,1,2,2,0,2,2,2,2,2,0,0,1,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2021-02-02,338,0,2,0,2,2,1,0,1,2,1,1,2,2,0,2,2,2,2,2,0,0,1,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2021-02-03,339,0,2,0,2,2,1,0,1,2,1,1,2,2,0,2,2,2,2,2,0,0,1,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2021-02-04,340,0,2,0,2,2,1,0,1,2,1,1,2,2,0,2,2,2,2,2,0,0,1,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2021-02-05,341,0,2,0,2,2,1,0,1,2,1,1,2,2,0,2,2,2,2,2,0,0,1,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2021-02-06,342,0,2,0,2,2,1,0,1,2,1,1,2,2,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2021-02-07,343,0,2,0,2,2,1,0,1,2,1,1,2,2,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2021-02-08,344,0,2,0,2,2,1,0,1,2,1,2,2,2,0,2,2,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0
2021-02-09,345,0,2,0,2,2,1,0,1,2,1,2,2,2,0,2,2,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0
2021-02-10,346,0,2,0,2,2,1,0,1,2,1,2,2,2,0,2,2,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0
2021-02-11,347,0,2,0,2,2,1,0,1,2,1,2,2,2,0,2,2,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0
2021-02-12,348,0,2,0,2,2,1,0,1,2,1,2,2,2,0,2,2,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0
2021-02-13,349,0,2,0,2,2,1,0,1,2,1,2,2,2,0,2,2,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0
2021-02-14,350,0,2,0,2,2,1,0,1,2,1,2,2,2,0,2,2,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0
2021-02-15,351,0,2,0,2,2,1,0,1,2,1,2,2,2,0,2,2,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0
2021-02-16,352,0,2,0,2,2,1,0,1,2,1,2,2,2,0,2,2,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0
2021-02-17,353,0,2,0,2,2,1,0,1,2,1,2,2,2,0,2,2,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0
2021-02-18,354,0,2,0,2,2,1,0,1,2,1,2,2,2,0,2,2,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0
2021-02-19,355,0,2,0,2,2,1,0,1,2,1,2,2,2,0,2,2,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0
2021-02-20,356,0,2,0,2,2,1,0,1,2,1,2,2,2,0,2,2,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0
2021-02-21,357,0,2,0,2,2,1,0,1,2,1,2,2,2,0,2,2,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0
2021-02-22,358,0,2,0,2,2,1,0,1,2,1,2,2,2,0,2,2,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0
2021-02-23,359,0,2,0,2,2,1,0,1,2,1,2,2,2,0,2,2,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0
2021-02-24,360,0,2,0,2,2,1,0,1,2,1,2,2,2,0,2,2,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0
2021-02-25,361,0,2,0,2,2,1,0,1,2,1,2,2,2,0,2,2,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0
2021-02-26,362,0,2,0,2,2,1,0,1,2,1,2,2,2,0,2,2,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0
2021-02-27,363,0,2,0,2,2,1,0,1,2,1,2,2,2,0,2,2,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0
2021-02-28,364,0,2,0,2,2,1,0,1,2,1,2,2,2,0,2,2,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0
2021-03-01,365,0,2,0,2,2,1,0,1,2,1,2,2,2,0,2,2,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0
2021-03-02,366,0,2,0,2,2,1,0,1,2,1,2,2,2,0,2,2,2,2,2,0,1,2,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0
2021-03-03,367,0,2,0,2,2,1,0,1,2,1,2,2,2,0,2,2,2,2,2,0,1,2,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0
2021-03-04,368,0,2,0,2,2,1,0,1,2,1,2,2,2,0,2,2,2,2,2,0,1,2,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0
2021-03-05,369,0,2,0,2,2,1,0,1,2,1,2,2,2,0,2,2,2,2,2,0,1,2,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0
2021-03-06,370,0,2,0,2,2,1,0,1,2,2,2,2,2,0,2,2,2,2,2,0,1,2,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0
2021-03-07,371,0,2,0,2,2,1,0,1,2,2,2,2,2,0,2,2,2,2,2,0,1,2,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0
2021-03-08,372,0,2,0,2,2,1,0,1,2,2,2,2,2,0,2,2,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0
2021-03-09,373,0,2,0,2,2,1,0,1,2,2,2,2,2,0,2,2,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0
2021-03-10,374,0,2,0,2,2,1,0,1,2,2,2,2,2,0,2,2,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0
2021-03-11,375,0,2,0,2,2,1,0,1,2,2,2,2,2,0,2,2,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0
2021-03-12,376,0,2,0,2,2,1,0,1,2,2,2,2,2,0,2,2,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0
2021-03-13,377,0,2,0,2,2,1,0,1,2,2,2,2,2,0,2,2,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0
2021-03-14,378,0,2,0,2,2,1,0,1,2,2,2,2,2,0,2,2,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0
2021-03-15,379,0,2,0,2,2,1,0,1,2,2,2,2,2,0,2,2,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0
2021-03-16,380,0,2,0,2,2,1,0,1,2,2,2,2,2,0,2,2,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0
2021-03-17,381,0,2,0,2,2,1,0,1,2,2,2,2,2,0,2,2,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0
2021-03-18,382,0,2,0,2,2,1,0,1,2,2,2,2,2,0,2,2,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0
2021-03-19,383,0,2,0,2,2,1,0,1,2,2,2,2,2,0,2,2,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0
2021-03-20,384,0,2,0,2,2,1,0,1,2,2,2,2,2,0,2,2,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0
2021-03-21,385,0,2,0,2,2,1,0,1,2,2,2,2,2,0,2,2,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0
2021-03-22,386,0,2,0,2,2,1,0,1,2,2,2,2,2,0,2,2,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0
2021-03-23,387,0,2,0,2,2,1,0,1,2,2,2,2,2,0,2,2,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0
2021-03-24,388,0,2,0,2,2,1,0,1,2,2,2,2,2,0,2,2,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0
2021-03-25,389,0,2,0,2,2,1,0,1,2,2,2,2,2,0,2,2,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0
2021-03-26,390,0,2,0,2,2,1,0,1,2,2,2,2,2,0,2,2,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0
2021-03-27,391,0,2,0,2,2,1,0,1,2,2,2,2,2,0,2,2,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0
2021-03-28,392,0,2,0,2,2,1,0,1,2,2,2,2,2,0,2,2,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0
2021-03-29,393,0,2,0,2,2,1,0,1,2,2,2,2,2,0,2,2,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0
2021-03-30,394,0,2,0,2,2,1,0,1,2,2,2,2,2,0,2,2,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0
2021-03-31,395,0,2,0,2,2,1,0,0,2,2,2,2,2,0,2,2,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0
2021-04-01,396,0,2,0,2,2,1,0,2,2,2,2,2,2,0,2,2,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0
2021-04-02,397,0,2,0,2,2,2,0,2,2,2,2,2,2,0,2,2,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0
2021-04-03,398,0,2,0,2,2,2,0,2,2,2,2,2,2,0,2,2,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0
2021-04-04,399,0,2,0,2,2,2,0,2,2,2,2,2,2,0,2,2,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0
2021-04-05,400,0,2,0,2,2,2,0,2,2,2,2,2,2,0,2,2,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0
2021-04-06,401,0,2,0,2,2,2,0,2,2,2,2,2,2,0,2,2,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0
2021-04-07,402,0,2,0,2,2,2,0,2,2,2,2,2,2,0,2,2,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-08,403,0,2,0,2,2,2,0,2,2,2,2,2,2,0,2,2,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-09,404,0,2,0,2,2,2,0,2,2,2,2,2,2,0,2,2,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-10,405,0,2,0,2,2,2,0,2,2,2,2,2,2,0,2,2,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-11,406,0,2,0,2,2,2,0,2,2,2,2,2,2,0,2,2,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-12,407,0,2,0,2,2,2,0,2,2,2,2,2,2,0,2,2,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-13,408,0,2,0,2,2,2,0,2,2,2,2,2,2,0,2,2,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-14,409,0,2,0,2,2,2,0,2,2,2,2,2,2,0,2,2,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-15,410,0,2,0,2,2,2,0,2,2,2,2,2,2,0,2,2,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-16,411,0,2,0,2,2,2,0,2,2,2,2,2,2,0,2,2,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-17,412,0,2,0,2,2,2,0,2,2,2,2,2,2,0,2,2,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-18,413,0,2,0,2,2,2,0,2,2,2,2,2,2,0,2,2,2,2,2,2,1,2,2,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-19,414,0,2,0,2,2,2,0,2,2,2,2,2,2,0,2,2,2,2,2,2,1,2,2,0,0,0,0,0,2,0,0,0,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-20,415,0,2,0,2,2,2,0,2,2,2,2,2,2,0,2,2,2,2,2,2,1,2,2,0,0,0,0,0,2,0,0,0,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
2021-04-21,416,0,2,0,2,2,2,0,2,2,2,2,2,2,0,2,2,2,2,2,2,1,2,2,0,0,0,0,0,2,0,0,0,2,0,0,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
