date,day as a number,Physical distancing-Measures for special populations-Visiting restrictions,General-Exemptions to NPIs-Negative test proof,General-Exemptions to NPIs-Antibodies proof,Case management and quarantine-Quarantine-For contacts,Case management and quarantine-Isolation of case-Not applicable,Case management and quarantine-Contact tracing-Other,International travel-Travel advice-Not applicable,International travel-Total border closure-Not applicable,International travel-Quarantine for international travellers-Not applicable,International travel-Border screening-PCR/rapid antigen testing,Physical distancing-Closure of educational institutions-Secondary School,Physical distancing-Measures for special populations-Protected hours in public spaces,Physical distancing-Public gathering restriction-Ban on all events,Physical distancing-Closure of public spaces-Entertainment venues,Physical distancing-Closure of public spaces-Gyms sports centres,Physical distancing-Closure of public spaces-Non essential shops,Physical distancing-Closure of public spaces-Restaurants cafes,Physical distancing-Private gathering restriction-Gathering,Physical distancing-Closure of educational institutions-Primary School,Physical distancing-Workplace measures-Teleworking,Hygiene and safety measure-Protective mask use community-All public spaces,Case management and quarantine-Contact tracing-Mobile technology,Hygiene and safety measure-Other-Not applicable,Physical distancing-Workplace measures-Adaptation of workplace,Hygiene and safety measure-Disinfection disinfestation and deratting DDD-Not applicable,Physical distancing-Closure of educational institutions-Other,Physical distancing-Closure of public spaces-Place of worship,Physical distancing-Closure of public spaces-Hotels other accommodation,Physical distancing-Closure of public spaces-Other,General-Exemptions to NPIs-Vaccination proof,General-Activate incident emergency management system-Not applicable,Physical distancing-Public gathering restriction-Other,Physical distancing-Stay at home orders-Not applicable,Physical distancing-Closure of educational institutions-Higher Education,General-Communication to the public-Not applicable,General-Intersectoral communication-Not applicable,General-Risk assessment-Not applicable,General-Communication to healthcare services-Not applicable,Internal travel-Travel restrictions-Other,Hygiene and safety measure-Blood and other SOHO safety-Not applicable,Physical distancing-Closure of educational institutions-Daycare nursery,Hygiene and safety measure-Protective mask use community-Other,Hygiene and safety measure-Protective mask use community-Closed public spaces,Physical distancing-Public gathering restriction-Indoor over 500,Physical distancing-Public gathering restriction-Indoor over 1000,Physical distancing-Public gathering restriction-Outdoor over 1000,Physical distancing-Public gathering restriction-Indoor over 100,Physical distancing-Public gathering restriction-Outdoor over 100
2020-10-23,236,1,0,0,0,0,2,0,0,1,2,0,2,0,2,2,1,1,0,0,2,1,0,0,0,0,0,0,0,0,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-24,237,1,0,0,0,0,2,0,0,1,2,0,2,0,2,2,1,1,0,0,2,1,0,0,0,0,0,0,0,0,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-25,238,1,0,0,0,0,2,0,0,1,2,0,2,0,2,2,1,1,0,0,2,1,0,0,0,0,0,0,0,0,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-26,239,1,0,0,0,0,2,0,0,1,2,2,2,0,2,2,1,1,0,2,2,1,0,0,0,0,0,0,0,0,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-27,240,1,0,0,0,0,2,0,0,1,2,2,2,0,2,2,1,1,0,2,2,1,0,0,0,0,0,0,0,0,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-28,241,1,0,0,0,0,2,0,0,1,2,2,2,0,2,2,1,1,0,2,2,1,0,0,0,0,0,0,0,0,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-29,242,1,0,0,0,0,2,0,0,1,2,2,2,0,2,2,1,1,0,2,2,1,0,0,0,0,0,0,0,0,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-30,243,1,0,0,0,0,2,0,0,1,2,2,2,0,2,2,1,1,0,2,2,1,0,0,0,0,0,0,0,0,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-10-31,244,1,0,0,0,0,2,0,0,1,2,2,2,0,2,2,1,1,0,2,2,1,0,0,0,0,0,0,0,0,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-01,245,1,0,0,0,0,2,0,0,1,2,2,2,0,2,2,1,1,0,2,2,1,0,0,0,0,0,0,0,0,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-02,246,1,0,0,0,0,2,0,0,1,2,2,2,1,2,2,1,1,0,2,2,1,0,0,0,0,0,0,0,0,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-03,247,1,0,0,0,0,2,0,0,1,2,2,2,1,2,2,1,1,0,2,2,1,0,0,0,0,0,0,0,0,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-04,248,1,0,0,0,0,2,0,0,1,2,2,2,1,2,2,1,1,0,2,2,1,0,0,0,0,0,0,0,0,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-05,249,1,0,0,0,0,2,0,0,1,2,2,2,1,2,2,1,1,0,2,2,1,0,0,0,0,0,0,0,0,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-06,250,1,0,0,0,0,2,0,0,1,2,2,2,1,2,2,1,1,0,2,2,1,0,0,0,0,0,0,0,0,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-07,251,1,0,0,0,0,2,0,0,1,2,2,2,1,2,2,1,1,0,2,2,1,0,0,0,0,0,0,0,0,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-08,252,1,0,0,0,0,2,0,0,1,2,2,2,1,2,2,1,1,0,2,2,1,0,0,0,0,0,0,0,0,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-09,253,1,0,0,0,0,2,0,0,1,2,2,2,1,2,2,1,1,0,2,2,1,0,0,0,0,0,0,0,0,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-10,254,1,0,0,0,0,2,0,0,1,2,2,2,1,2,2,1,1,0,2,2,1,0,0,0,0,0,0,0,0,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-11,255,1,0,0,0,0,2,0,0,1,2,2,2,1,2,2,1,1,0,2,2,1,0,0,0,0,0,0,0,0,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-12,256,1,0,0,0,0,2,0,0,1,2,2,2,1,2,2,1,1,0,2,2,1,0,0,0,0,0,0,0,0,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-13,257,1,0,0,0,0,2,0,0,1,2,2,2,1,2,2,1,1,0,2,2,1,0,0,0,0,0,0,0,0,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-14,258,1,0,0,0,0,2,0,0,1,2,2,2,1,2,2,1,1,0,2,2,1,0,0,0,0,0,0,0,0,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-15,259,1,0,0,0,0,2,0,0,1,2,2,2,1,2,2,1,1,0,2,2,1,0,0,0,0,0,0,0,0,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-16,260,1,0,0,0,0,2,0,0,1,2,1,2,1,1,1,1,1,0,1,2,1,0,0,0,0,0,0,0,0,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-17,261,1,0,0,0,0,2,0,0,1,2,1,2,1,1,1,1,1,0,1,2,1,0,0,0,0,0,0,0,0,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-18,262,1,0,0,0,0,2,0,0,1,2,1,2,1,1,1,1,1,0,1,2,1,0,0,0,0,0,0,0,0,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-19,263,1,0,0,0,0,2,0,0,1,2,1,2,1,1,1,1,1,0,1,2,1,0,0,0,0,0,0,0,0,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-20,264,1,0,0,0,0,2,0,0,1,2,1,2,1,1,1,1,1,0,1,2,1,0,0,0,0,0,0,0,0,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-21,265,1,0,0,0,0,2,0,0,1,2,1,2,1,1,1,1,1,0,1,2,1,0,0,0,0,0,0,0,0,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-22,266,1,0,0,0,0,2,0,0,1,2,1,2,1,1,1,1,1,0,1,2,1,0,0,0,0,0,0,0,0,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-23,267,1,0,0,0,0,2,0,0,1,2,1,2,1,1,1,1,1,0,1,2,1,0,0,0,0,0,0,0,0,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-24,268,1,0,0,0,0,2,0,0,1,2,1,2,1,1,1,1,1,0,1,2,1,0,0,0,0,0,0,0,0,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-25,269,1,0,0,0,0,2,0,0,1,2,1,2,1,1,1,1,1,0,1,2,1,0,0,0,0,0,0,0,0,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-26,270,1,0,0,0,0,2,0,0,1,2,1,2,1,1,1,1,1,0,1,2,1,0,0,0,0,0,0,0,0,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-27,271,1,0,0,0,0,2,0,0,1,2,1,2,1,1,1,1,1,0,1,2,1,0,0,0,0,0,0,0,0,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-28,272,1,0,0,0,0,2,0,0,1,2,1,2,1,1,1,1,1,0,1,2,1,0,0,0,0,0,0,0,0,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-29,273,1,0,0,0,0,2,0,0,1,2,1,2,1,1,1,1,1,0,1,2,1,0,0,0,0,0,0,0,0,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-11-30,274,1,0,0,0,0,2,0,0,1,2,1,2,1,1,1,1,1,0,1,2,1,0,0,0,0,0,0,0,0,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-01,275,1,0,0,0,0,2,0,0,1,2,1,2,1,1,1,1,1,0,1,2,1,0,0,0,0,0,0,0,0,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-02,276,1,0,0,0,0,2,0,0,1,2,1,2,1,1,1,1,1,0,1,2,1,0,0,0,0,0,0,0,0,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-03,277,1,0,0,0,0,2,0,0,1,2,1,2,1,1,1,1,1,0,1,2,1,0,0,0,0,0,0,0,0,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-04,278,1,0,0,0,0,2,0,0,1,2,1,2,1,1,1,1,1,0,1,2,1,0,0,0,0,0,0,0,0,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-05,279,1,0,0,0,0,2,0,0,1,2,1,2,1,1,1,1,1,0,1,2,1,0,0,0,0,0,0,0,0,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-06,280,1,0,0,0,0,2,0,0,1,2,1,2,1,1,1,1,1,0,1,2,1,0,0,0,0,0,0,0,0,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-07,281,1,0,0,0,0,2,0,0,1,2,0,2,1,1,1,1,1,0,0,2,1,0,0,0,0,0,0,0,0,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-08,282,1,0,0,0,0,2,0,0,1,2,0,2,1,1,1,1,1,0,0,2,1,0,0,0,0,0,0,0,0,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-09,283,1,0,0,0,0,2,0,0,1,2,0,2,1,1,1,1,1,0,0,2,1,0,0,0,0,0,0,0,0,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-10,284,1,0,0,0,0,2,0,0,1,2,0,2,1,1,1,1,1,0,0,2,1,0,0,0,0,0,0,0,0,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-11,285,1,0,0,0,0,2,0,0,1,2,0,2,1,1,1,1,1,0,0,2,1,0,0,0,0,0,0,0,0,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-12,286,1,0,0,0,0,2,0,0,1,2,0,2,1,1,1,1,1,0,0,2,1,0,0,0,0,0,0,0,0,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-13,287,1,0,0,0,0,2,0,0,1,2,0,2,1,1,1,1,1,0,0,2,1,0,0,0,0,0,0,0,0,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-14,288,1,0,0,0,0,2,0,0,1,2,0,2,1,1,1,1,1,0,0,2,1,0,0,0,0,0,0,1,1,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-15,289,1,0,0,0,0,2,0,0,1,2,0,2,1,1,1,1,1,0,0,2,1,0,0,0,0,0,0,1,1,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-16,290,1,0,0,0,0,2,0,0,1,2,0,2,1,1,1,1,1,0,0,2,1,0,0,0,0,0,0,1,1,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-17,291,1,0,0,0,0,2,0,0,1,2,0,2,1,1,1,1,1,0,0,2,1,0,0,0,0,0,0,1,1,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-18,292,1,0,0,0,0,2,0,0,1,2,0,2,1,1,1,1,1,0,0,2,1,0,0,0,0,0,0,1,1,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-19,293,1,0,0,0,0,2,0,0,1,2,0,2,1,2,2,1,2,0,0,2,1,0,0,0,0,0,0,1,1,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-20,294,1,0,0,0,0,2,0,0,1,2,0,2,1,2,2,1,2,0,0,2,1,0,0,0,0,0,0,1,1,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-21,295,1,0,0,0,0,2,0,0,1,2,0,2,1,2,2,2,2,0,0,2,1,0,0,0,0,0,0,1,1,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-22,296,1,0,0,0,0,2,0,0,1,2,0,2,1,2,2,2,2,0,0,2,1,0,0,0,0,0,0,1,1,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-23,297,1,0,0,0,0,2,0,0,1,2,0,2,1,2,2,2,2,0,0,2,1,0,0,0,0,0,0,1,1,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-24,298,1,0,0,0,0,2,0,0,1,2,0,2,1,2,2,2,2,0,0,2,1,0,0,0,0,0,0,1,1,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-25,299,1,0,0,0,0,2,0,0,1,2,0,2,1,2,2,2,2,0,0,2,1,0,0,0,0,0,0,1,1,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-26,300,1,0,0,0,0,2,0,0,1,2,0,2,1,2,2,2,2,0,0,2,1,0,0,0,0,0,0,1,1,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-27,301,1,0,0,0,0,2,0,0,1,2,0,2,1,2,2,2,2,0,0,2,1,0,0,0,0,0,0,1,1,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-28,302,1,0,0,0,0,2,0,0,1,2,0,2,1,2,2,2,2,0,0,2,1,0,0,0,0,0,0,1,1,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-29,303,1,0,0,0,0,2,0,0,1,2,0,2,1,2,2,2,2,0,0,2,1,0,0,0,0,0,0,1,1,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-30,304,1,0,0,0,0,2,0,0,1,2,0,2,1,2,2,2,2,0,0,2,1,0,0,0,0,0,0,1,1,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-12-31,305,1,0,0,0,0,2,0,0,1,2,0,2,1,2,2,2,2,0,0,2,1,0,0,0,0,0,0,1,1,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-01,306,1,0,0,0,0,2,0,0,1,2,0,2,1,2,2,2,2,0,0,2,1,0,0,0,0,0,1,2,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-02,307,1,0,0,0,0,2,0,0,1,2,0,2,1,2,2,2,2,0,0,2,1,0,0,0,0,0,1,2,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-03,308,1,0,0,0,0,2,0,0,1,2,0,2,1,2,2,2,2,0,0,2,1,0,0,0,0,0,1,2,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-04,309,1,0,0,0,0,2,0,0,1,2,0,2,1,2,2,2,2,0,0,2,1,0,0,0,0,0,1,2,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-05,310,1,0,0,0,0,2,0,0,1,2,0,2,1,2,2,2,2,0,0,2,1,0,0,0,0,0,1,2,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-06,311,1,0,0,0,0,2,0,0,1,2,0,2,1,2,2,2,2,0,0,2,1,0,0,0,0,0,1,2,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-07,312,1,0,0,0,0,2,0,0,1,2,0,2,1,2,2,2,2,0,0,2,1,0,0,0,0,0,1,2,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-08,313,1,0,0,0,0,2,0,0,1,2,0,2,1,2,2,2,2,0,0,2,1,0,0,0,0,0,1,2,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-09,314,1,0,0,0,0,2,0,0,1,2,0,2,1,2,2,2,2,0,0,2,1,0,0,0,0,0,1,2,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-10,315,1,0,0,0,0,2,0,0,1,2,0,2,1,2,2,2,2,0,0,2,1,0,0,0,0,0,1,2,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-11,316,1,0,0,0,0,2,0,0,1,2,2,2,1,2,2,2,2,0,2,2,1,0,0,0,0,0,1,1,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-12,317,1,0,0,0,0,2,0,0,1,2,2,2,1,2,2,2,2,0,2,2,1,0,0,0,0,0,1,1,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-13,318,1,0,0,0,0,2,0,0,1,2,2,2,1,2,2,2,2,0,2,2,1,0,0,0,0,0,1,1,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-14,319,1,0,0,0,0,2,0,0,1,2,2,2,1,2,2,2,2,0,2,2,1,0,0,0,0,0,1,1,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-15,320,1,0,0,0,0,2,0,0,1,2,2,2,1,2,2,2,2,0,2,2,1,0,0,0,0,0,1,1,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-16,321,1,0,0,0,0,2,0,0,1,2,2,2,1,2,2,2,2,0,2,2,1,0,0,0,0,0,1,1,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-17,322,1,0,0,0,0,2,0,0,1,2,2,2,1,2,2,2,2,0,2,2,1,0,0,0,0,0,1,1,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-18,323,1,0,0,0,0,2,0,0,1,2,2,2,1,2,2,2,2,0,2,2,1,0,0,0,0,0,1,1,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-19,324,1,0,0,0,0,2,0,0,1,2,2,2,1,2,2,2,2,0,2,2,1,0,0,0,0,0,1,1,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-20,325,1,0,0,0,0,2,0,0,1,2,2,2,1,2,2,2,2,0,2,2,1,0,0,0,0,0,1,1,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-21,326,1,0,0,0,0,2,0,0,1,2,2,2,1,2,2,2,2,0,2,2,1,0,0,0,0,0,1,1,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-22,327,1,0,0,0,0,2,0,0,1,2,2,2,1,2,2,2,2,0,2,2,1,0,0,0,0,0,1,1,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-23,328,1,0,0,0,0,2,0,0,1,2,2,2,1,2,2,2,2,0,2,2,1,0,0,0,0,0,1,1,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-24,329,1,0,0,0,0,2,0,0,1,2,2,2,1,2,2,2,2,0,2,2,1,0,0,0,0,0,1,1,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-25,330,1,0,0,0,0,2,0,0,1,2,2,2,1,2,2,2,2,0,2,2,1,0,0,0,0,0,1,1,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-26,331,1,0,0,0,0,2,0,0,1,2,2,2,1,2,2,2,2,0,2,2,1,0,0,0,0,0,1,1,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-27,332,1,0,0,0,0,2,0,0,1,2,2,2,1,2,2,2,2,0,2,2,1,0,0,0,0,0,1,1,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-28,333,1,0,0,0,0,2,0,0,1,2,2,2,1,2,2,2,2,0,2,2,1,0,0,0,0,0,1,1,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-29,334,1,0,0,0,0,2,0,0,1,2,2,2,1,2,2,2,2,0,2,2,1,0,0,0,0,0,1,1,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-30,335,1,0,0,0,0,2,0,0,1,2,2,2,1,2,2,2,2,0,2,2,1,0,0,0,0,0,1,1,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-01-31,336,1,0,0,0,0,2,0,0,1,2,2,2,1,2,2,2,2,0,2,2,1,0,0,0,0,0,1,1,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-01,337,1,0,0,0,0,2,0,0,1,2,2,2,1,2,2,2,2,0,2,2,1,0,0,0,0,0,1,1,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-02,338,1,0,0,0,0,2,0,0,1,2,2,2,1,2,2,2,2,0,2,2,1,0,0,0,0,0,1,1,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-03,339,1,0,0,0,0,2,0,0,1,2,2,2,1,2,2,2,2,0,2,2,1,0,0,0,0,0,1,1,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-04,340,1,0,0,0,0,2,0,0,1,2,2,2,1,2,2,2,2,0,2,2,1,0,0,0,0,0,1,1,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-05,341,1,0,0,0,0,2,0,0,1,2,2,2,1,2,2,2,2,0,2,2,1,0,0,0,0,0,1,1,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-06,342,1,0,0,0,0,2,0,0,1,2,2,2,1,2,2,2,2,0,2,2,1,0,0,0,0,0,1,1,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-07,343,1,0,0,0,0,2,0,0,1,2,2,2,1,2,2,2,2,0,2,2,1,0,0,0,0,0,1,1,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021-02-08,344,1,0,2,0,0,2,0,0,1,2,1,2,1,2,2,2,2,0,0,2,1,0,0,0,0,0,1,1,2,2,2,1,1,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0
2021-02-09,345,1,0,2,0,0,2,0,0,1,2,1,2,1,2,2,2,2,0,0,2,1,0,0,0,0,0,1,1,2,2,2,1,1,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0
2021-02-10,346,1,0,2,0,0,2,0,0,1,2,1,2,1,2,2,2,2,0,0,2,1,0,0,0,0,0,1,1,2,2,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2021-02-11,347,1,0,2,0,0,2,0,0,1,2,1,2,1,2,2,2,2,0,0,2,1,0,0,0,0,0,1,1,2,2,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2021-02-12,348,1,0,2,0,0,2,0,0,1,2,1,2,1,2,2,2,2,0,0,2,1,0,0,0,0,0,1,1,2,2,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2021-02-13,349,1,0,2,0,0,2,0,0,1,2,1,2,1,2,2,2,2,0,0,2,1,0,0,0,0,0,1,1,2,2,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2021-02-14,350,1,0,2,0,0,2,0,0,1,2,1,2,1,2,2,2,2,0,0,2,1,0,0,0,0,0,1,1,2,2,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2021-02-15,351,1,0,2,0,0,2,0,0,1,2,1,2,1,2,2,2,2,0,1,2,1,0,0,0,0,0,1,1,2,2,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2021-02-16,352,1,0,2,0,0,2,0,0,1,2,1,2,1,2,2,2,2,0,1,2,1,0,0,0,0,0,1,1,2,2,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2021-02-17,353,1,0,2,0,0,2,0,0,1,2,1,2,1,2,2,2,2,0,1,2,1,0,0,0,0,0,1,1,2,2,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2021-02-18,354,1,0,2,0,0,2,0,0,1,2,1,2,1,2,2,2,2,0,1,2,1,0,0,0,0,0,1,1,2,2,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2021-02-19,355,1,0,2,0,0,2,0,0,1,2,1,2,1,2,2,2,2,0,1,2,1,0,0,0,0,0,1,1,2,2,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2021-02-20,356,1,0,2,0,0,2,0,0,1,2,1,2,1,2,2,2,2,0,1,2,1,0,0,0,0,0,1,1,2,2,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2021-02-21,357,1,0,2,0,0,2,0,0,1,2,1,2,1,2,2,2,2,0,1,2,1,0,0,0,0,0,1,1,2,2,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2021-02-22,358,1,0,2,0,0,2,0,0,1,2,1,2,1,2,2,2,2,0,1,2,1,0,0,0,0,0,1,1,2,2,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
